Data Number,Codes,Site Name,Latitude,Longitude,Elevation,minD,maxD,No. Temps,Gradient,No. Cond.,Conductivity,No.Heat Prod.,Heat Prod.,Heat Flow,No. sites,Year of Pub.,Reference,Comments,,
Atlantic Ocean,,1-Apr,32.0582,-75.9657,-2563,,4,6,53,7,1.05,,,56,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,2-Apr,32.0768,-75.9837,-2550,,4,7,44,7,1.07,,,47,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,3-Apr,32.0948,-76.0002,-2544,,4,7,41,7,1.08,,,45,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,4-Apr,32.1097,-76.0175,-2529,,4,7,50,7,1.1,,,56,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,5-Apr,32.1257,-76.0333,-2512,,4,7,42,7,1.04,,,43,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,6-Apr,32.1428,-76.046,-2494,,4,7,47,7,1.05,,,49,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,11-May,32.4995,-76.1218,-2257,,4,7,31,7,0.99,,,31,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,10-May,32.5005,-76.1505,-2222,,4,7,50,7,0.94,,,47,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,3-May,32.5007,-76.2158,-2160,,5,7,57,7,1.07,,,60,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,12-May,32.5008,-76.0985,-2289,,4,7,47,7,0.96,,,45,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,6-May,32.5013,-76.184,-2181,,4,6,66,7,1.03,,,67,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,7-May,32.5017,-76.1747,-2193,,4,7,55,0,1.01,,,55,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,2-May,32.5018,-76.2297,-2162,,5,7,49,7,1.05,,,52,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,5-May,32.5023,-76.1917,-2168,,4,7,67,7,1,,,66,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,9-May,32.5023,-76.1658,-2200,,4,6,51,7,1.01,,,51,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,4-May,32.5027,-76.2002,-2155,,4,7,64,7,1.02,,,65,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,8-May,32.503,-76.1725,-2193,,4,7,55,7,0.99,,,54,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,1-May,32.5173,-76.249,-2146,,5,7,44,7,1.02,,,45,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,15-Jan,32.6717,-75.8,-3060,,4,6,27,6,1.22,,,34,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,16-Jan,32.6733,-75.7883,-3089,,4,7,38,6,1.16,,,44,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,13-Jan,32.675,-75.8517,-2940,,4,7,51,6,0.97,,,49,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,12-Jan,32.6783,-75.8883,-2837,,4,7,44,6,1.03,,,45,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,10-Jan,32.6792,-75.9737,-2595,,4,5,57,5,1.02,,,58,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,11-Jan,32.68,-75.9233,-2742,,4,7,50,6,0.99,,,48,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,9-Jan,32.6817,-76.02,-2438,,3,5,75,4,1.12,,,73,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,7-Jan,32.6837,-76.093,-2116,,4,7,41,6,0.98,,,40,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,6-Jan,32.6862,-76.1373,-2124,,4,7,39,6,1,,,38,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,8-Jan,32.6863,-76.0543,-2343,,4,6,50,6,0.99,,,50,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,4-Jan,32.6867,-76.2167,-1920,,6,7,44,7,0.98,,,43,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,5-Jan,32.688,-76.1902,-2016,,5,7,43,6,0.98,,,43,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,3-Jan,32.7137,-76.2175,-1960,,5,7,42,6,1.01,,,43,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,2-Jan,32.7395,-76.216,-1940,,5,7,32,7,1,,,32,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,15-Feb,32.755,-75.7883,-3125,,6,6,51,6,1.02,,,52,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,13-Feb,32.76,-75.8517,-2950,,5,6,57,6,1,,,56,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,8-Feb,32.7617,-76.0233,-2480,,5,6,49,6,0.99,,,49,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,14-Feb,32.7617,-75.8217,-3030,,7,6,55,6,1.07,,,58,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,11-Feb,32.7633,-75.9183,-2740,,7,6,38,6,1.04,,,39,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,12-Feb,32.7633,-75.885,-2845,,5,6,54,6,1,,,54,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,3-Jun,32.765,-76.17,-1998,,6,7,35,7,1.02,,,35,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,5-Feb,32.765,-76.12,-2120,,5,6,44,7,1.06,,,47,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,9-Feb,32.765,-75.9883,-2580,,5,6,50,6,1.07,,,53,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,2-Jun,32.7663,-76.2002,-1935,,5,7,35,7,1.05,,,36,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,1-Feb,32.7667,-76.2167,-1915,,5,7,35,7,0.98,,,34,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,1-Jan,32.7667,-76.2158,-1920,,4,6,33,7,1,,,33,1,1995,Ruppel_etal1995,Rona_etal1996,,ocean
Atlantic Ocean,,3-Feb,32.7667,-76.1683,-1995,,5,7,39,7,1.01,,,39,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,4-Feb,32.7667,-76.145,-2062,,5,6,36,6,1.07,,,39,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,6-Feb,32.7667,-76.0867,-2240,,5,6,41,6,1,,,41,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,10-Feb,32.7667,-75.9517,-2670,,5,6,47,6,0.99,,,47,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,1-Jun,32.7672,-76.2162,-1926,,4,7,34,7,1.01,,,34,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,2-Feb,32.7683,-76.195,-1935,,4,7,32,7,0.97,,,31,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,7-Feb,32.7683,-76.055,-2415,,5,6,44,7,0.97,,,43,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,4-Jun,32.7972,-76.1668,-1959,,6,7,39,7,1.01,,,39,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,17-Jun,32.8108,-75.8145,-3099,,7,6,52,0,0.98,,,51,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,18-Jun,32.812,-75.786,-3110,,7,7,47,0,0.98,,,46,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,16-Jun,32.8133,-75.8442,-2981,,6,3,29,2,1.05,,,30,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,15-Jun,32.8145,-75.8752,-2897,,8,4,31,5,1.01,,,31,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,14-Jun,32.8167,-75.9075,-2780,,8,7,49,7,0.96,,,47,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,13-Jun,32.8177,-75.9352,-2697,,10,7,44,7,1.11,,,49,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,12-Jun,32.8198,-75.9642,-2644,,10,7,47,7,1.04,,,49,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,11-Jun,32.8205,-75.9893,-2590,,8,7,42,7,1.02,,,43,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,10-Jun,32.8207,-76.0163,-2536,,8,7,51,7,1.05,,,54,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,9-Jun,32.824,-76.0495,-2384,,5,7,65,7,0.99,,,64,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,8-Jun,32.8247,-76.0733,-2270,,3,5,46,6,0.98,,,45,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,5-Jun,32.8278,-76.1697,-1940,,6,7,43,7,0.98,,,42,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,7-Jun,32.8287,-76.1002,-2160,,4,6,42,7,1.03,,,43,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,6-Jun,32.8297,-76.1323,-2040,,6,6,46,7,0.96,,,44,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,11-Jan,32.8983,-75.1117,-4035,,6,6,51,6,1.06,,,55,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,10-Jan,32.935,-75.0933,-4065,,4,6,62,5,1.14,,,70,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,9-Jan,32.9683,-75.09,-4070,,6,6,49,6,1.13,,,56,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,9-Mar,32.9883,-75.9005,-2580,,1,2,121,0,0.96,,,116,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,7-Mar,32.9967,-75.9117,-2625,,3,5,73,0,0.96,,,70,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,3-Jul,33.0003,-76.0538,-2354,,2,4,57,4,1.13,,,64,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,1-Jul,33.0012,-76.0908,-2150,,5,7,46,7,1.04,,,48,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,2-Jul,33.0015,-76.0717,-2250,,2,4,59,2,1.15,,,68,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,10-Jul,33.0027,-75.9573,-2662,,4,7,53,7,0.98,,,52,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,5-Jul,33.0033,-76.0442,-2407,,1,2,67,0,1.05,,,71,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,9-Jul,33.0082,-75.9892,-2648,,4,7,51,7,0.97,,,50,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,5-Mar,33.0117,-75.9367,-2690,,3,5,40,0,0.96,,,39,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,4-Mar,33.0217,-75.95,-2680,,4,5,54,0,0.96,,,52,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,3-Mar,33.03,-75.9667,-2675,,3,5,59,0,0.96,,,57,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,2-Mar,33.0467,-75.995,-2620,,4,5,85,0,0.96,,,82,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,6-Jan,33.0483,-75.0517,-4035,,6,6,45,6,1.05,,,47,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,1-Mar,33.06,-76.0133,-2560,,4,5,79,0,0.96,,,76,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,5-Jan,33.0767,-75.0367,-4035,,5,6,59,6,1.05,,,62,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,4-Jan,33.11,-75.0267,-3945,,5,6,47,6,1.05,,,50,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,3-Jan,33.12,-75.0117,-3925,,6,6,51,6,0.99,,,51,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,2-Jan,33.1447,-74.9977,-3915,,6,5,48,5,0.98,,,47,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,1-Jan,33.1633,-74.9817,-3900,,8,6,50,6,1,,,50,1,1995,Ruppel_etal1995,Ruppel_etal1995,*,ocean
Atlantic Ocean,,V23-75,34.4167,-60.6667,-4766,4,13,3,63,,1.05,,,66,1,1970,Langseth_etal1970,Langseth_etal1970,*,Ewing probe
Atlantic Ocean,,V23-76,36.2333,-65.7167,-4925,4,10,3,83,4,1.11,,,92,1,1970,Langseth_etal1970,Langseth_etal1970,*,Ewing probe
Atlantic Ocean,,V12-1954,36.2717,-10.7167,-4769,,,,47,,1.11,,,52,1,1989,Verzhbitsky&Zolotarev1989,Verzhbitsky&Zolotarev1989,,ocean
Atlantic Ocean,,V12-1957,36.3,-10.9083,-4679,,,,66,,1,,,66,1,1989,Verzhbitsky&Zolotarev1989,Verzhbitsky&Zolotarev1989,,ocean
Atlantic Ocean,,V12-1562,36.3633,-11.2267,-3480,,,,45,,1.09,,,49,1,1989,Verzhbitsky&Zolotarev1989,Tucholke_etal2001,*,ocean
Atlantic Ocean,,CD-5-1,36.762,-30.7623,-2747,,5,6,48,5,0.98,,,47,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,CD-5-2,36.7667,-30.7812,-2765,,3,6,150,5,0.99,,,148,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,CD-5-3,36.7693,-30.8013,-2739,,3,5,115,5,0.98,,,113,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,CD-5-4,36.7732,-30.8208,-2706,,5,6,73,7,1,,,73,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,CD-5-5,36.7773,-30.8393,-2680,,5,5,31,6,1.01,,,31,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,CD-6-1,36.791,-30.9028,-2640,,5,6,68,6,0.95,,,64,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,CD-6-2,36.7947,-30.9227,-2678,,4,3,46,4,1.09,,,50,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,CD-6-3,36.7997,-30.9423,-2678,,5,3,99,4,0.94,,,93,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,CD-6-4,36.8033,-30.9607,-2670,,3,3,124,4,1.01,,,125,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,AB-4-16,36.8047,-30.9718,-2678,,4,6,121,4,0.99,,,119,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,CD-6-5,36.8073,-30.9787,-2679,,2,3,145,3,1,,,145,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,CD-6-6,36.8102,-30.9983,-2651,,3,4,143,3,1.01,,,144,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,CD-6-7,36.8142,-31.0178,-2653,,3,3,183,,1.01,,,185,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,AB-4-15,36.8162,-30.9597,-2668,,5,6,130,4,0.98,,,128,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,CD-6-8,36.8187,-31.0377,-2652,,3,3,132,,1.01,,,133,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,CD-6-9,36.8222,-31.0572,-2656,,3,3,131,,1.01,,,133,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,CD-6-10,36.8255,-31.0768,-2649,,4,5,134,,1.01,,,136,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,AB-4-14,36.8283,-30.9497,-2674,,5,6,118,4,0.97,,,115,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,CD-6-11,36.8303,-31.097,-2645,,3,3,133,,1.01,,,135,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,CD-6-12,36.834,-31.1177,-2651,,3,4,129,,1.01,,,130,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,CD-6-13,36.8393,-31.1382,-2644,,3,4,159,4,0.95,,,150,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,AB-4-13,36.842,-30.9378,-2650,,5,7,117,4,0.98,,,114,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,CD-6-14,36.8435,-31.1593,-2636,,3,5,130,5,0.91,,,119,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,CD-6-16,36.8463,-31.1788,-2570,,3,4,115,5,1,,,116,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,AB-4-12,36.8567,-30.9255,-2622,,5,6,110,4,0.99,,,109,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,CD-7-1,36.8617,-31.2518,-2580,,5,5,138,5,1.09,,,151,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,CD-7-2,36.8655,-31.2727,-2575,,5,7,156,6,0.95,,,147,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,AB-4-11,36.8715,-30.9123,-2635,,5,7,115,5,0.93,,,106,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,CD-7-3,36.8722,-31.301,-2560,,3,6,229,5,0.94,,,214,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,CD-18-1,36.8763,-31.3198,-2560,,4,3,186,,1.09,,,203,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,CD-18-2,36.8765,-31.3198,-2560,,5,4,180,3,1.02,,,183,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,CD-18-3,36.8793,-31.3387,-2657,,5,4,291,3,1.05,,,305,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,CD-18-4,36.883,-31.3617,-2700,,5,4,176,3,1.03,,,181,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,AB-4-10,36.8848,-30.9,-2638,,5,7,101,4,0.97,,,98,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,CD-18-5,36.8868,-31.381,-2541,,5,4,141,3,0.99,,,140,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,CD-18-6,36.8907,-31.397,-2545,,5,4,150,3,0.96,,,144,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,CD-8-1,36.8928,-31.4063,-2541,,5,6,116,7,1.01,,,117,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,CD-8-2,36.8965,-31.4265,-2550,,5,6,38,6,0.99,,,38,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,AB-4-9,36.8977,-30.887,-2632,,5,7,105,4,0.98,,,103,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,CD-8-3,36.9005,-31.4468,-2546,,5,5,46,6,0.94,,,43,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,V12-1975,36.9025,-15.8468,-4554,,,,62,,0.92,,,57,1,1989,Verzhbitsky&Zolotarev1989,Verzhbitsky&Zolotarev1989,,ocean
Atlantic Ocean,,CD-8-4,36.9043,-31.467,-2539,,5,6,32,6,0.96,,,31,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,CD-8-5,36.909,-31.4873,-2536,,3,5,39,5,0.98,,,38,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,AB-4-8,36.9117,-30.8765,-2597,,5,7,102,4,0.98,,,100,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,CD-8-6,36.913,-31.5077,-2530,,3,5,47,6,0.95,,,45,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,CD-8-7,36.917,-31.5278,-2516,,3,5,27,5,0.96,,,26,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,CD-8-8,36.9212,-31.5482,-2502,,3,5,23,5,0.95,,,22,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,CD-8-9,36.9252,-31.5683,-2493,,3,5,26,5,0.98,,,26,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,AB-4-7,36.9255,-30.8647,-2612,,5,7,134,4,0.98,,,131,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,V12-1969,36.9268,-12.0433,-5065,,,,81,,0.8,,,65,1,1989,Verzhbitsky&Zolotarev1989,Verzhbitsky&Zolotarev1989,,ocean
Atlantic Ocean,,CD-8-10,36.9292,-31.5887,-2516,,4,6,30,6,0.98,,,30,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,AB-4-6,36.9393,-30.8523,-2607,,5,7,66,4,0.99,,,66,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,AB-3-5,36.9533,-30.8417,-2590,,5,7,35,6,0.94,,,33,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,AB-4-5,36.9533,-30.8417,-2590,,5,7,52,4,0.98,,,51,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,AB-3-4,36.9658,-30.8308,-2570,,5,6,49,6,1.02,,,50,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,AB-4-4,36.9658,-30.8308,-2570,,5,7,59,4,0.98,,,58,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,AB-3-3,36.9763,-30.8185,-2578,,4,7,102,6,0.92,,,94,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,AB-4-3,36.9763,-30.8185,-2578,,5,7,90,4,0.98,,,88,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,AB-3-2,36.9932,-30.8062,-2610,,5,6,97,6,0.93,,,91,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,AB-4-2,36.9932,-30.8062,-2610,,5,7,66,4,0.97,,,64,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,AB-3-1,37.0068,-30.7943,-2615,,5,7,80,6,0.95,,,76,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,AB-4-1,37.0068,-30.7943,-2615,,5,6,38,4,0.99,,,37,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,OP-17-2,37.022,-30.7977,-2570,,5,7,45,7,0.98,,,44,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,OP-17-1,37.0223,-30.7977,-2570,,5,6,38,7,0.96,,,37,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,OP-17-3,37.0257,-30.814,-2560,,5,7,42,7,0.99,,,41,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,OP-17-4,37.0287,-30.8308,-2510,,5,7,57,7,0.98,,,56,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,OP-17-5,37.0315,-30.8485,-2495,,5,7,70,7,0.97,,,68,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,OP-17-6,37.0348,-30.8637,-2500,,5,6,80,7,0.96,,,77,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,GH-10-1,37.0365,-32.132,-2355,,5,7,99,7,0.92,,,91,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,OP-17-7,37.0373,-30.8803,-2500,,5,5,94,6,1,,,94,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,OP-17-8,37.0403,-30.8968,-2500,,4,7,98,6,1,,,98,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
Atlantic Ocean,,GH-10-2,37.0408,-32.1522,-2390,,5,7,76,7,0.91,,,69,1,2006,Lucazeau_etal2006,Lucazeau_etal2006,,violin bow probe
